11,Chrysiptera  talboti
12,Chrysiptera  taupou
13,Chrysiptera  traceyi
14,Chrysiptera  tricincta
15,Chrysiptera  unimaculata
16,Chrysobatrachus  cupreonitens
17,Chrysoblephus  anglicus
18,Chrysoblephus  cristiceps
19,Chrysoblephus  gibbiceps
0,Cichlasoma  paranaense
1,Cichlasoma  portalegrense
2,Cichlasoma  pusillum
3,Cichlasoma  sanctifranciscense
4,Cichlasoma  taenia
5,Cichlasoma  trimaculatum
6,Cichlasoma  zarskei
7,Cichlocolaptes  leucophrus
8,Cichlopsis  leucogenys
9,Cichlopsis    leucogenys    chubbi
10,Cichlopsis    leucogenys    gularis
11,Cichlopsis    leucogenys    leucogenys
12,Cichlopsis    leucogenys    peruviana
13,Cicinnurus  regius
14,Cicinnurus    regius    coccineifrons
15,Cicinnurus    regius    regius
16,Ciconia  abdimii
17,Ciconia  boyciana
18,Ciconia  ciconia
19,Ciconia    ciconia    asiatica
0,Cinnyris  humbloti
1,Cinnyris    humbloti    humbloti
2,Cinnyris    humbloti    mohelicus
3,Cinnyris  johannae
4,Cinnyris    johannae    fasciatus
5,Cinnyris    johannae    johannae
6,Cinnyris  jugularis
7,Cinnyris    jugularis    andamanicus
8,Cinnyris    jugularis    aurora
9,Cinnyris    jugularis    buruensis
10,Cinnyris    jugularis    clementiae
11,Cinnyris    jugularis    flammaxillaris
12,Cinnyris    jugularis    flavigastra
13,Cinnyris    jugularis    frenatus
14,Cinnyris    jugularis    idenburgi
15,Cinnyris    jugularis    infrenatus
16,Cinnyris    jugularis    jugularis
17,Cinnyris    jugularis    keiensis
18,Cinnyris    jugularis    klossi
19,Cinnyris    jugularis    obscurior
0,Cirrhilabrus  tonozukai
1,Cirrhilabrus  walindi
2,Cirrhilabrus  walshi
3,Cirrhimuraena  calamus
4,Cirrhimuraena  cheilopogon
5,Cirrhimuraena  chinensis
6,Cirrhimuraena  inhacae
7,Cirrhimuraena  oliveri
8,Cirrhimuraena  orientalis
9,Cirrhimuraena  paucidens
10,Cirrhimuraena  playfairii
11,Cirrhimuraena  tapeinoptera
12,Cirrhimuraena  yuanding
13,Cirrhinus  caudimaculatus
14,Cirrhinus  cirrhosus
15,Cirrhinus  fulungee
16,Cirrhinus  inornatus
17,Cirrhinus  jullieni
18,Cirrhinus  macrops
19,Cirrhinus  microlepis
0,Cisticola    exilis    semirufus
1,Cisticola    exilis    tytleri
2,Cisticola    exilis    volitans
3,Cisticola  eximius
4,Cisticola    eximius    eximius
5,Cisticola    eximius    occidens
6,Cisticola    eximius    winneba
7,Cisticola  fulvicapilla
8,Cisticola    fulvicapilla    dexter
9,Cisticola    fulvicapilla    dispar
10,Cisticola    fulvicapilla    dumicola
11,Cisticola    fulvicapilla    fulvicapilla
12,Cisticola    fulvicapilla    hallae
13,Cisticola    fulvicapilla    lebombo
14,Cisticola    fulvicapilla    muelleri
15,Cisticola    fulvicapilla    ruficapilla
16,Cisticola    fulvicapilla    silberbauer
17,Cisticola  galactotes
18,Cisticola    galactotes    galactotes
19,Cisticola    galactotes    isodactylus
0,Citharoides  macrolepidotus
1,Citharoides  macrolepis
2,Citharoides  orbitalis
3,Citharus  linguatula
4,Citipati  osmolskae
5,Citorclinum  laboutei
6,Cittura  cyanotis
7,Cittura    cyanotis    cyanotis
8,Cittura    cyanotis    sanghirensis
9,Civettictis  civetta
10,Civettictis    civetta    australis
11,Civettictis    civetta    civetta
12,Civettictis    civetta    congica
13,Civettictis    civetta    pauli
14,Civettictis    civetta    schwarzi
15,Civettictis    civetta    volkmanni
16,Cladorhynchus  leucocephalus
17,Cladornis  pachypus
18,Claea  dabryi
19,Clamator  coromandus
0,Climacteris  melanurus
1,Climacteris    melanurus    melanurus
2,Climacteris    melanurus    wellsi
3,Climacteris  picumnus
4,Climacteris    picumnus    melanotus
5,Climacteris    picumnus    picumnus
6,Climacteris    picumnus    victoriae
7,Climacteris  rufus
8,Clinitrachus  argentatus
9,Clinocottus  acuticeps
10,Clinocottus  analis
11,Clinocottus  embryum
12,Clinocottus  globiceps
13,Clinocottus  recalvus
14,Clinoporus  biporosus
15,Clinostomus  elongatus
16,Clinostomus  funduloides
17,Clinotarsus  alticola
18,Clinotarsus  curtipes
19,Clinus  acuminatus
0,Cnemaspis  pemanggilensis
1,Cnemaspis  peninsularis
2,Cnemaspis  perhentianensis
3,Cnemaspis  petrodroma
4,Cnemaspis  phillipsi
5,Cnemaspis  phuketensis
6,Cnemaspis  podihuna
7,Cnemaspis  pseudomcguirei
8,Cnemaspis  psychedelica
9,Cnemaspis  pulchra
10,Cnemaspis  punctata
11,Cnemaspis  punctatonuchalis
12,Cnemaspis  quattuorseriata
13,Cnemaspis  rajabasa
14,Cnemaspis  rammalensis
15,Cnemaspis  retigalensis
16,Cnemaspis  roticanai
17,Cnemaspis  samanalensis
18,Cnemaspis  scalpensis
19,Cnemaspis  selamatkanmerapoh
0,Cobitis  fahirae
1,Cobitis  faridpaki
2,Cobitis  fasciola
3,Cobitis  gladkovi
4,Cobitis  guttata
5,Cobitis  hankugensis
6,Cobitis  hellenica
7,Cobitis  illyrica
8,Cobitis  jadovaensis
9,Cobitis  kaibarai
10,Cobitis  kellei
11,Cobitis  keyvani
12,Cobitis  kurui
13,Cobitis  laoensis
14,Cobitis  lebedevi
15,Cobitis  levantina
16,Cobitis  linea
17,Cobitis  longitaeniatus
18,Cobitis  lutheri
19,Cobitis  macrostigma
0,Coeligena  phalerata
1,Coeligena  prunellei
2,Coeligena  torquata
3,Coeligena    torquata    conradii
4,Coeligena    torquata    eisenmanni
5,Coeligena    torquata    fulgidigula
6,Coeligena    torquata    inca
7,Coeligena    torquata    insectivora
8,Coeligena    torquata    margaretae
9,Coeligena    torquata    omissa
10,Coeligena    torquata    torquata
11,Coeligena  violifer
12,Coeligena    violifer    albicaudata
13,Coeligena    violifer    dichroura
14,Coeligena    violifer    osculans
15,Coeligena    violifer    violifer
16,Coeligena  wilsoni
17,Coelocormus  huxleyi
18,Coelodontognathus  donensis
19,Coelodontognathus  ricovi
0,Coendou  rothschildi
1,Coenocorypha  aucklandica
2,Coenocorypha    aucklandica    aucklandica
3,Coenocorypha    aucklandica    meinertzhagenae
4,Coenocorypha    aucklandica    perseverance
5,Coenocorypha  barrierensis
6,Coenocorypha  huegeli
7,Coenocorypha  iredalei
8,Coenocorypha  pusilla
9,Coeranoscincus  frontalis
10,Coeranoscincus  reticulatus
11,Coereba  flaveola
12,Coereba    flaveola    alleni
13,Coereba    flaveola    aterrima
14,Coereba    flaveola    atrata
15,Coereba    flaveola    bahamensis
16,Coereba    flaveola    bananivora
17,Coereba    flaveola    barbadensis
18,Coereba    flaveola    bartholemica
19,Coereba    flaveola    bolivari
0,Colius    leucocephalus    leucocephalus
1,Colius    leucocephalus    turneri
2,Colius  striatus
3,Colius    striatus    affinis
4,Colius    striatus    berlepschi
5,Colius    striatus    cinerascens
6,Colius    striatus    congicus
7,Colius    striatus    hilgerti
8,Colius    striatus    integralis
9,Colius    striatus    jebelensis
10,Colius    striatus    kikuyensis
11,Colius    striatus    kiwuensis
12,Colius    striatus    leucophthalmus
13,Colius    striatus    leucotis
14,Colius    striatus    minor
15,Colius    striatus    mombassicus
16,Colius    striatus    nigricollis
17,Colius    striatus    rhodesiae
18,Colius    striatus    simulans
19,Colius    striatus    striatus
0,Coluber    constrictor    flaviventris
1,Coluber    constrictor    foxii
2,Coluber    constrictor    helvigularis
3,Coluber    constrictor    latrunculus
4,Coluber    constrictor    mormon
5,Coluber    constrictor    oaxaca
6,Coluber    constrictor    paludicola
7,Coluber    constrictor    priapus
8,Coluber  flagellum
9,Coluber    flagellum    cingulum
10,Coluber    flagellum    flagellum
11,Coluber    flagellum    lineatulus
12,Coluber    flagellum    piceus
13,Coluber    flagellum    ruddocki
14,Coluber    flagellum    testaceus
15,Coluber  fuliginosus
16,Coluber  lateralis
17,Coluber    lateralis    euryxanthus
18,Coluber    lateralis    lateralis
19,Coluber  manseri
0,Condominium  areolatum
1,Condominium  floreum
2,Condorchelys  antiqua
3,Condorraptor  currumili
4,Condylura  cristata
5,Condylura    cristata    cristata
6,Condylura    cristata    nigra
7,Conepatus  chinga
8,Conepatus    chinga    budini
9,Conepatus    chinga    chinga
10,Conepatus    chinga    gibsoni
11,Conepatus    chinga    inca
12,Conepatus    chinga    mendosus
13,Conepatus    chinga    rex
14,Conepatus    chinga    suffocans
15,Conepatus  humboldtii
16,Conepatus    humboldtii    castaneus
17,Conepatus    humboldtii    humboldtii
18,Conepatus    humboldtii    proteus
19,Conepatus  leuconotus
0,Conopophaga    aurita    occidentalis
1,Conopophaga    aurita    pallida
2,Conopophaga    aurita    snethlageae
3,Conopophaga  castaneiceps
4,Conopophaga    castaneiceps    brunneinucha
5,Conopophaga    castaneiceps    castaneiceps
6,Conopophaga    castaneiceps    chapmani
7,Conopophaga    castaneiceps    chocoensis
8,Conopophaga  cearae
9,Conopophaga  lineata
10,Conopophaga    lineata    lineata
11,Conopophaga    lineata    vulgaris
12,Conopophaga  melanogaster
13,Conopophaga  melanops
14,Conopophaga    melanops    melanops
15,Conopophaga    melanops    nigrifrons
16,Conopophaga    melanops    perspicillata
17,Conopophaga  peruviana
18,Conopophaga  roberti
19,Conopophila  albogularis
0,Cophyla  occultans
1,Cophyla  phyllodactyla
2,Copionodon  lianae
3,Copionodon  orthiocarinatus
4,Copionodon  pecten
5,Copiula  exspectata
6,Copiula  fistulans
7,Copiula  major
8,Copiula  minor
9,Copiula  obsti
10,Copiula  oxyrhina
11,Copiula  pipiens
12,Copiula  tyleri
13,Copsychus  albiventris
14,Copsychus  albospecularis
15,Copsychus    albospecularis    albospecularis
16,Copsychus    albospecularis    inexspectatus
17,Copsychus    albospecularis    pica
18,Copsychus  cebuensis
19,Copsychus  luzoniensis
0,Coracina    melas    waigeuensis
1,Coracina  melaschistos
2,Coracina    melaschistos    avensis
3,Coracina    melaschistos    intermedia
4,Coracina    melaschistos    melaschistos
5,Coracina    melaschistos    saturata
6,Coracina  mindanensis
7,Coracina    mindanensis    elusa
8,Coracina    mindanensis    everetti
9,Coracina    mindanensis    lecroyae
10,Coracina    mindanensis    mindanensis
11,Coracina    mindanensis    ripleyi
12,Coracina  monacha
13,Coracina  montana
14,Coracina    montana    bicinia
15,Coracina    montana    montana
16,Coracina  morio
17,Coracina    morio    morio
18,Coracina    morio    salvadorii
19,Coracina    morio    talautensis
0,Coregonus  bavaricus
1,Coregonus  bezola
2,Coregonus  candidus
3,Coregonus  chadary
4,Coregonus  clupeaformis
5,Coregonus  clupeoides
6,Coregonus  confusus
7,Coregonus  danneri
8,Coregonus  duplex
9,Coregonus  fatioi
10,Coregonus  fera
11,Coregonus  fontanae
12,Coregonus  gutturosus
13,Coregonus  heglingus
14,Coregonus  hiemalis
15,Coregonus  hoferi
16,Coregonus  holsata
17,Coregonus  hoyi
18,Coregonus  huntsmani
19,Coregonus  johannae
0,Corvus    coronoides    coronoides
1,Corvus    coronoides    perplexus
2,Corvus  crassirostris
3,Corvus  cryptoleucus
4,Corvus  culminatus
5,Corvus  edithae
6,Corvus  enca
7,Corvus    enca    celebensis
8,Corvus    enca    compilator
9,Corvus    enca    enca
10,Corvus    enca    mangoli
11,Corvus    enca    pusillus
12,Corvus    enca    samarensis
13,Corvus    enca    sierramadrensis
14,Corvus  florensis
15,Corvus  frugilegus
16,Corvus    frugilegus    frugilegus
17,Corvus    frugilegus    pastinator
18,Corvus  fuscicapillus
19,Corvus    fuscicapillus    fuscicapillus
0,Corydoras  potaroensis
1,Corydoras  pulcher
2,Corydoras  punctatus
3,Corydoras  pygmaeus
4,Corydoras  rabauti
5,Corydoras  reticulatus
6,Corydoras  reynoldsi
7,Corydoras  robineae
8,Corydoras  robustus
9,Corydoras  sanchesi
10,Corydoras  saramaccensis
11,Corydoras  sarareensis
12,Corydoras  schwartzi
13,Corydoras  semiaquilus
14,Corydoras  septentrionalis
15,Corydoras  serratus
16,Corydoras  seussi
17,Corydoras  similis
18,Corydoras  simulatus
19,Corydoras  sipaliwini
0,Corythopis    torquatus    subtorquatus
1,Corythopis    torquatus    torquatus
2,Corythosaurus  casuarius
3,Corythosaurus  intermedius
4,Corytophanes  cristatus
5,Corytophanes  hernandesii
6,Corytophanes  percarinatus
7,Coscoroba  coscoroba
8,Cosmocampus  albirostris
9,Cosmocampus  arctus
10,Cosmocampus  balli
11,Cosmocampus  banneri
12,Cosmocampus  brachycephalus
13,Cosmocampus  coccineus
14,Cosmocampus  darrosanus
15,Cosmocampus  elucens
16,Cosmocampus  heraldi
17,Cosmocampus  hildebrandi
18,Cosmocampus  howensis
19,Cosmocampus  investigatoris
0,Coturnix  ypsilophora
1,Coturnix    ypsilophora    australis
2,Coturnix    ypsilophora    dogwa
3,Coturnix    ypsilophora    mafulu
4,Coturnix    ypsilophora    monticola
5,Coturnix    ypsilophora    pallidior
6,Coturnix    ypsilophora    plumbea
7,Coturnix    ypsilophora    raaltenii
8,Coturnix    ypsilophora    saturatior
9,Coturnix    ypsilophora    ypsilophora
10,Cotylopus  acutipinnis
11,Cotylopus  rubripinnis
12,Coua  caerulea
13,Coua  coquereli
14,Coua  cristata
15,Coua    cristata    cristata
16,Coua    cristata    dumonti
17,Coua    cristata    maxima
18,Coua    cristata    pyropyga
19,Coua  cursor
0,Craugastor    augusti    latrans
1,Craugastor  aurilegulus
2,Craugastor  azueroensis
3,Craugastor  batrachylus
4,Craugastor  berkenbuschii
5,Craugastor  bocourti
6,Craugastor  bransfordii
7,Craugastor  brocchi
8,Craugastor  campbelli
9,Craugastor  catalinae
10,Craugastor  chac
11,Craugastor  charadra
12,Craugastor  chingopetaca
13,Craugastor  chrysozetetes
14,Craugastor  coffeus
15,Craugastor  crassidigitus
16,Craugastor  cruzi
17,Craugastor  cuaquero
18,Craugastor  cyanochthebius
19,Craugastor  daryi
0,Crenadactylus    ocellatus    bilineatus
1,Crenadactylus    ocellatus    naso
2,Crenadactylus    ocellatus    ocellatus
3,Crenadactylus    ocellatus    rostralis
4,Crenicara  latruncularium
5,Crenicara  punctulatum
6,Crenichthys  baileyi
7,Crenichthys  nevadae
8,Crenicichla  acutirostris
9,Crenicichla  adspersa
10,Crenicichla  albopunctata
11,Crenicichla  alta
12,Crenicichla  anamiri
13,Crenicichla  anthurus
14,Crenicichla  brasiliensis
15,Crenicichla  britskii
16,Crenicichla  cametana
17,Crenicichla  celidochilus
18,Crenicichla  chicha
19,Crenicichla  cincta
0,Crithagra    atrogularis    semideserti
1,Crithagra    atrogularis    somereni
2,Crithagra  buchanani
3,Crithagra  burtoni
4,Crithagra    burtoni    albifrons
5,Crithagra    burtoni    burtoni
6,Crithagra    burtoni    kilimensis
7,Crithagra    burtoni    tanganjicae
8,Crithagra  canicapilla
9,Crithagra    canicapilla    canicapilla
10,Crithagra    canicapilla    elgonensis
11,Crithagra    canicapilla    montanorum
12,Crithagra  capistrata
13,Crithagra    capistrata    capistrata
14,Crithagra    capistrata    hildegardae
15,Crithagra  citrinelloides
16,Crithagra    citrinelloides    citrinelloides
17,Crithagra    citrinelloides    kikuyensis
18,Crithagra  citrinipectus
19,Crithagra  concolor
0,Crocidura  mutesae
1,Crocidura  nana
2,Crocidura  nanilla
3,Crocidura  negligens
4,Crocidura  negrina
5,Crocidura  nicobarica
6,Crocidura  nigeriae
7,Crocidura  nigricans
8,Crocidura  nigripes
9,Crocidura    nigripes    lipara
10,Crocidura    nigripes    nigripes
11,Crocidura  nigrofusca
12,Crocidura  nimbae
13,Crocidura  niobe
14,Crocidura  obscurior
15,Crocidura  olivieri
16,Crocidura    olivieri    anchietae
17,Crocidura    olivieri    bueae
18,Crocidura    olivieri    cara
19,Crocidura    olivieri    cinereoaenea
0,Crossorhombus  valderostratus
1,Crossosalarias  macrospilus
2,Crossostomus  chilensis
3,Crossostomus  fasciatus
4,Crossvallia  unienwillia
5,Crotalus  adamanteus
6,Crotalus  angelensis
7,Crotalus  aquilus
8,Crotalus  armstrongi
9,Crotalus  atrox
10,Crotalus  basiliscus
11,Crotalus  campbelli
12,Crotalus  catalinensis
13,Crotalus  cerastes
14,Crotalus    cerastes    cerastes
15,Crotalus    cerastes    cercobombus
16,Crotalus    cerastes    laterorepens
17,Crotalus  cerberus
18,Crotalus  culminatus
19,Crotalus  durissus
0,Cryptoblepharus    litoralis    litoralis
1,Cryptoblepharus    litoralis    vicinus
2,Cryptoblepharus  megastictus
3,Cryptoblepharus  mertensi
4,Cryptoblepharus  metallicus
5,Cryptoblepharus  nigropunctatus
6,Cryptoblepharus  novaeguineae
7,Cryptoblepharus  novocaledonicus
8,Cryptoblepharus  novohebridicus
9,Cryptoblepharus  ochrus
10,Cryptoblepharus  pannosus
11,Cryptoblepharus  plagiocephalus
12,Cryptoblepharus  poecilopleurus
13,Cryptoblepharus    poecilopleurus    paschalis
14,Cryptoblepharus    poecilopleurus    poecilopleurus
15,Cryptoblepharus  pulcher
16,Cryptoblepharus    pulcher    clarus
17,Cryptoblepharus    pulcher    pulcher
18,Cryptoblepharus  quinquetaeniatus
19,Cryptoblepharus  renschi
0,Crypturellus    noctivagus    zabele
1,Crypturellus  obsoletus
2,Crypturellus    obsoletus    castaneus
3,Crypturellus    obsoletus    cerviniventris
4,Crypturellus    obsoletus    griseiventris
5,Crypturellus    obsoletus    hypochraceus
6,Crypturellus    obsoletus    knoxi
7,Crypturellus    obsoletus    obsoletus
8,Crypturellus    obsoletus    ochraceiventris
9,Crypturellus    obsoletus    punensis
10,Crypturellus    obsoletus    traylori
11,Crypturellus  parvirostris
12,Crypturellus  ptaritepui
13,Crypturellus  soui
14,Crypturellus    soui    albigularis
15,Crypturellus    soui    andrei
16,Crypturellus    soui    capnodes
17,Crypturellus    soui    caquetae
18,Crypturellus    soui    caucae
19,Crypturellus    soui    harterti
0,Ctenomys    talarum    antonii
1,Ctenomys    talarum    occidentalis
2,Ctenomys    talarum    recessus
3,Ctenomys    talarum    talarum
4,Ctenomys  torquatus
5,Ctenomys  tuconax
6,Ctenomys  tucumanus
7,Ctenomys  tulduco
8,Ctenomys  validus
9,Ctenomys  viperinus
10,Ctenomys  yolandae
11,Ctenopharyngodon  idella
12,Ctenopharynx  intermedius
13,Ctenopharynx  nitidus
14,Ctenopharynx  pictus
15,Ctenophorus  adelaidensis
16,Ctenophorus  butleri
17,Ctenophorus  caudicinctus
18,Ctenophorus    caudicinctus    caudicinctus
19,Ctenophorus    caudicinctus    graafi
0,Ctenotus  severus
1,Ctenotus  spaldingi
2,Ctenotus  storri
3,Ctenotus  strauchii
4,Ctenotus    strauchii    strauchii
5,Ctenotus    strauchii    varius
6,Ctenotus  striaticeps
7,Ctenotus  stuarti
8,Ctenotus  taeniatus
9,Ctenotus  taeniolatus
10,Ctenotus  tanamiensis
11,Ctenotus  tantillus
12,Ctenotus  terrareginae
13,Ctenotus  uber
14,Ctenotus    uber    johnstonei
15,Ctenotus    uber    uber
16,Ctenotus  vagus
17,Ctenotus  vertebralis
18,Ctenotus  xenopleura
19,Ctenotus  youngsoni
0,Curimatella  immaculata
1,Curimatella  lepidura
2,Curimatella  meyeri
3,Curimatopsis  crypticus
4,Curimatopsis  evelynae
5,Curimatopsis  macrolepis
6,Curimatopsis  microlepis
7,Curimatopsis  myersi
8,Cursoricoccyx  geraldinae
9,Cursorius  coromandelicus
10,Cursorius  cursor
11,Cursorius    cursor    bogolubovi
12,Cursorius    cursor    cursor
13,Cursorius    cursor    exsul
14,Cursorius  rufus
15,Cursorius  somalensis
16,Cursorius    somalensis    littoralis
17,Cursorius    somalensis    somalensis
18,Cursorius  temminckii
19,Cuscomys  ashaninka
0,Cyanolyca    viridicyanus    jolyaea
1,Cyanolyca    viridicyanus    viridicyanus
2,Cyanomitra  alinae
3,Cyanomitra    alinae    alinae
4,Cyanomitra    alinae    derooi
5,Cyanomitra    alinae    kaboboensis
6,Cyanomitra    alinae    marungensis
7,Cyanomitra    alinae    tanganjicae
8,Cyanomitra  bannermani
9,Cyanomitra  cyanolaema
10,Cyanomitra    cyanolaema    cyanolaema
11,Cyanomitra    cyanolaema    magnirostrata
12,Cyanomitra    cyanolaema    octaviae
13,Cyanomitra  olivacea
14,Cyanomitra    olivacea    alfredi
15,Cyanomitra    olivacea    cephaelis
16,Cyanomitra    olivacea    changamwensis
17,Cyanomitra    olivacea    granti
18,Cyanomitra    olivacea    guineensis
19,Cyanomitra    olivacea    lowei
0,Cycloramphus  faustoi
1,Cycloramphus  fuliginosus
2,Cycloramphus  granulosus
3,Cycloramphus  izecksohni
4,Cycloramphus  jordanensis
5,Cycloramphus  juimirim
6,Cycloramphus  lutzorum
7,Cycloramphus  migueli
8,Cycloramphus  mirandaribeiroi
9,Cycloramphus  ohausi
10,Cycloramphus  rhyakonastes
11,Cycloramphus  semipalmatus
12,Cycloramphus  stejnegeri
13,Cycloramphus  valae
14,Cyclosalpa  affinis
15,Cyclosalpa  bakeri
16,Cyclosalpa  danae
17,Cyclosalpa  floridana
18,Cyclosalpa  foxtoni
19,Cyclosalpa  ihlei
0,Cynoglossus  dubius
1,Cynoglossus  durbanensis
2,Cynoglossus  feldmanni
3,Cynoglossus  gilchristi
4,Cynoglossus  gracilis
5,Cynoglossus  heterolepis
6,Cynoglossus  interruptus
7,Cynoglossus  itinus
8,Cynoglossus  joyneri
9,Cynoglossus  kapuasensis
10,Cynoglossus  kopsii
11,Cynoglossus  lachneri
12,Cynoglossus  lida
13,Cynoglossus  lighti
14,Cynoglossus  lineolatus
15,Cynoglossus  lingua
16,Cynoglossus  maccullochi
17,Cynoglossus  macrolepidotus
18,Cynoglossus  macrophthalmus
19,Cynoglossus  macrostomus
0,Cyornis  omissus
1,Cyornis  pallipes
2,Cyornis  poliogenys
3,Cyornis    poliogenys    cachariensis
4,Cyornis    poliogenys    laurentei
5,Cyornis    poliogenys    poliogenys
6,Cyornis    poliogenys    vernayi
7,Cyornis  rubeculoides
8,Cyornis    rubeculoides    dialilaemus
9,Cyornis    rubeculoides    klossi
10,Cyornis    rubeculoides    rogersi
11,Cyornis    rubeculoides    rubeculoides
12,Cyornis  ruckii
13,Cyornis  rufigastra
14,Cyornis    rufigastra    blythi
15,Cyornis    rufigastra    kalaoensis
16,Cyornis    rufigastra    karimatensis
17,Cyornis    rufigastra    longipennis
18,Cyornis    rufigastra    marinduquensis
19,Cyornis    rufigastra    mindorensis
0,Cyprinus  acutidorsalis
1,Cyprinus  barbatus
2,Cyprinus  carpio
3,Cyprinus  chilia
4,Cyprinus  dai
5,Cyprinus  daliensis
6,Cyprinus  exophthalmus
7,Cyprinus  fuxianensis
8,Cyprinus  hieni
9,Cyprinus  hyperdorsalis
10,Cyprinus  ilishaestomus
11,Cyprinus  intha
12,Cyprinus  longipectoralis
13,Cyprinus  longzhouensis
14,Cyprinus  megalophthalmus
15,Cyprinus  melanes
16,Cyprinus  micristius
17,Cyprinus  multitaeniatus
18,Cyprinus  pellegrini
19,Cyprinus  qionghaiensis
0,Cyrtodactylus  nuaulu
1,Cyrtodactylus  oldhami
2,Cyrtodactylus  otai
3,Cyrtodactylus  pageli
4,Cyrtodactylus  pantiensis
5,Cyrtodactylus  papilionoides
6,Cyrtodactylus  papuensis
7,Cyrtodactylus  paradoxus
8,Cyrtodactylus  payacola
9,Cyrtodactylus  peguensis
10,Cyrtodactylus    peguensis    peguensis
11,Cyrtodactylus    peguensis    zebraicus
12,Cyrtodactylus  philippinicus
13,Cyrtodactylus  phongnhakebangensis
14,Cyrtodactylus  phuketensis
15,Cyrtodactylus  phuocbinhensis
16,Cyrtodactylus  phuquocensis
17,Cyrtodactylus  pronarus
18,Cyrtodactylus  psarops
19,Cyrtodactylus  pseudoquadrivirgatus
0,Dactylagnus  mundus
1,Dactylagnus  parvus
2,Dactylagnus  peratikos
3,Dactylanthias  aplodactylus
4,Dactylanthias  baccheti
5,Dactylobatus  armatus
6,Dactylobatus  clarkii
7,Dactylocnemis  pacificus
8,Dactylomys  boliviensis
9,Dactylomys  dactylinus
10,Dactylomys    dactylinus    canescens
11,Dactylomys    dactylinus    dactylinus
12,Dactylomys    dactylinus    modestus
13,Dactylomys  peruanus
14,Dactylophora  nigricans
15,Dactylopsaron  dimorphicum
16,Dactylopsila  megalura
17,Dactylopsila  palpator
18,Dactylopsila  tatei
19,Dactylopsila  trivirgata
0,Darevskia    derjugini    derjugini
1,Darevskia    derjugini    orlowae
2,Darevskia    derjugini    silvatica
3,Darevskia  dryada
4,Darevskia  kamii
5,Darevskia  kopetdaghica
6,Darevskia  lindholmi
7,Darevskia  mixta
8,Darevskia  parvula
9,Darevskia    parvula    adjarica
10,Darevskia    parvula    parvula
11,Darevskia  pontica
12,Darevskia  portschinskii
13,Darevskia    portschinskii    nigrita
14,Darevskia    portschinskii    portschinskii
15,Darevskia  praticola
16,Darevskia    praticola    hyrcanica
17,Darevskia    praticola    loriensis
18,Darevskia    praticola    praticola
19,Darevskia  raddei
0,Dasyurus  viverrinus
1,Datanglong  guangxiensis
2,Datnioides  campbelli
3,Datnioides  microlepis
4,Datnioides  polota
5,Datnioides  pulcher
6,Datnioides  undecimradiatus
7,Datonglong  tianzhenensis
8,Datousaurus  bashanensis
9,Daubentonia  madagascariensis
10,Davidijordania  brachyrhyncha
11,Davidijordania  jordaniana
12,Davidijordania  lacertina
13,Davidijordania  poecilimon
14,Davidijordania  yabei
15,Dawkinsia  arulius
16,Dawkinsia  assimilis
17,Dawkinsia  exclamatio
18,Dawkinsia  filamentosa
19,Dawkinsia  rohani
0,Dendrelaphis  humayuni
1,Dendrelaphis  inornatus
2,Dendrelaphis  keiensis
3,Dendrelaphis  kopsteini
4,Dendrelaphis  levitoni
5,Dendrelaphis  lineolatus
6,Dendrelaphis  lorentzii
7,Dendrelaphis  luzonensis
8,Dendrelaphis  macrops
9,Dendrelaphis  marenae
10,Dendrelaphis  modestus
11,Dendrelaphis  ngansonensis
12,Dendrelaphis  nigroserratus
13,Dendrelaphis  oliveri
14,Dendrelaphis  papuensis
15,Dendrelaphis  philippinensis
16,Dendrelaphis  pictus
17,Dendrelaphis  punctulatus
18,Dendrelaphis  schokari
19,Dendrelaphis  striatus
0,Dendrocopos    macei    andamanensis
1,Dendrocopos    macei    longipennis
2,Dendrocopos    macei    macei
3,Dendrocopos    macei    westermani
4,Dendrocopos  maculatus
5,Dendrocopos    maculatus    fulvifasciatus
6,Dendrocopos    maculatus    leytensis
7,Dendrocopos    maculatus    maculatus
8,Dendrocopos    maculatus    menagei
9,Dendrocopos    maculatus    ramsayi
10,Dendrocopos    maculatus    siasiensis
11,Dendrocopos    maculatus    validirostris
12,Dendrocopos  mahrattensis
13,Dendrocopos    mahrattensis    mahrattensis
14,Dendrocopos    mahrattensis    pallescens
15,Dendrocopos  major
16,Dendrocopos    major    anglicus
17,Dendrocopos    major    beicki
18,Dendrocopos    major    brevirostris
19,Dendrocopos    major    cabanisi
0,Dendropicos  obsoletus
1,Dendropicos    obsoletus    crateri
2,Dendropicos    obsoletus    heuglini
3,Dendropicos    obsoletus    ingens
4,Dendropicos    obsoletus    obsoletus
5,Dendropicos  poecilolaemus
6,Dendropicos  pyrrhogaster
7,Dendropicos  stierlingi
8,Dendropicos  xantholophus
9,Dendroprionomys  rousseloti
10,Dendropsophus  acreanus
11,Dendropsophus  allenorum
12,Dendropsophus  amicorum
13,Dendropsophus  anataliasiasi
14,Dendropsophus  anceps
15,Dendropsophus  aperomeus
16,Dendropsophus  araguaya
17,Dendropsophus  battersbyi
18,Dendropsophus  berthalutzae
19,Dendropsophus  bifurcus
0,Dermogenys  montana
1,Dermogenys  orientalis
2,Dermogenys  palawanensis
3,Dermogenys  pusilla
4,Dermogenys  robertsi
5,Dermogenys  siamensis
6,Dermogenys  sumatrana
